BENZOL WASHER INLET GAS TEMP,BENZOL WASHER  INLET OIL TEMP,RICH OIL FLOW(M3/hr),DISTILLATION COLUMN MIDDLE TEMP,STEAM FLOW TO REGENERATOR (T/hr),STEAM TEMP TO REGENERTOR ,DISTILLATION COLUMN TOP TEMP,DISTILLATION COLUMN BOTTOM TEMP,PRODUCTION (TON),PRODUCT TEMP,PIPEHEATER MIDDLE TEMP,STEAM INLET TEMP TO PIPEHEATER
0,0,61.92,95.77,2.33,339.21,93.7,166.81,26.36,30.28,408.31,147.79
0,0,62.34,95.73,2.4,338.96,94.06,167.65,26.81,30.93,413.16,148.65
0,0,62.73,95.99,2.4,339.63,94.12,167.39,27.95,30.84,409.74,149.75
0,0,61.93,95.06,2.39,338.42,94.19,168.29,28.13,30.12,412.92,149.35
0,0,62.08,95.1,2.4,337.21,94.08,168.94,28.48,31.25,411.24,150.32
0,0,62.17,92.31,2.38,339.44,94.22,168.46,28.66,31.88,409.63,149.29
0,0,62.15,95.58,2.36,343.64,93.73,167,28.49,33.27,414.35,148.83
0,0,62.08,95.4,2.34,345.49,93.9,166.4,0,33.72,413.13,149.3
0,0,61.13,94.34,2.33,336.65,92.54,166.47,26.51,31.45,404.6,147.13
0,0,0,98.24,0,0,0,0,0,0,0,0
0,0,62.21,95.81,2.38,338.5,94.13,169.06,26.44,31.81,414.92,148.03
0,0,62.1,94.7,2.4,342.74,94.4,168.47,26.78,31.41,413.15,141.16
0,0,62.12,94.5,2.38,344.88,94.12,169.07,27.66,31.72,407.07,148.96
0,0,57.67,86.13,2.16,320.13,87.03,158.72,24.14,30.24,381.32,148.82
0,0,61.47,94.33,2.28,353.58,93.8,165.69,27.77,34.95,415.27,148.16
27.16,0,61.9,95.82,2.34,353.73,94.12,167.23,28.21,34.59,411.63,148.1
26.41,0,61.8,94.21,2.35,351.66,94.96,167.72,28.04,34.4,412.36,145.3
25.42,0,62.22,94.62,2.33,353.48,94.25,168.48,28.04,35.21,412.59,146.08
26.92,0,61.51,94.29,2.36,346.94,93.95,168.56,27.51,33.12,409.32,145.38
26.32,0,61.5,95.09,2.34,343.26,93.92,168.6,27.18,31.76,405.5,146.75
26.54,0,62.3,95.66,2.36,343.23,93.69,167.85,27.86,31.29,406.13,146.23
25.7,0,61.37,94.11,2.36,342.29,93.74,167.72,24.51,31.26,406.2,148.33
25.95,0,62.31,96.15,2.37,342.83,93.54,169.69,26.54,32.01,405.43,148.2
26.37,0,62.39,95.79,2.37,341.78,93.92,169.1,25.48,31.81,402.58,148.04
26.44,0,62.39,95.3,2.38,342.62,94.31,163.42,26.8,31.8,406.39,148.29
26.9,0,62.02,95.57,2.35,347.25,94.09,170.39,27.07,31.91,402.41,147.12
26.49,0,62.36,95.69,2.28,345.8,94,168.31,26.54,31.32,408.2,144.6
26.63,0,61.98,95.43,2.34,317.69,94.32,167.36,26.54,30.93,406.81,148.23
26.62,0,62.01,95.08,2.36,348,94.46,163.21,26.18,30.85,405.95,143.2
26.25,0,62.18,95.9,2.39,353.71,94.31,168.18,26.63,30.79,402.08,148.1
26.11,0,62.16,96.78,2.38,349.88,94.22,169,28.3,31.95,400.88,149.75
25.84,0,62.12,95.4,2.37,348.84,94.14,168.62,27.6,31.47,399.69,148.9
25.54,0,62.09,94.99,2.37,349.38,93.89,169.96,27.69,31.34,410.12,148.5
25.56,0,62.04,94.82,3.36,346.76,93.91,169.75,27.96,32,401.27,149.12
26.62,0,62.31,95.31,2.37,348.11,94.05,169.17,28.12,31.94,399.04,149.64
25.67,0,62.02,94.37,2.37,341.32,94,169.03,27.77,30.19,405.34,148.42
25.59,0,62.3,95.04,2.38,342.1,94.07,170.2,28.3,31.83,402.5,149.69
25.64,0,62.16,94.64,2.36,348.13,93.36,168.18,27.7,31.78,401.56,148
25.43,0,62.07,94.12,2.37,345.24,93.71,168.88,28.03,31.64,402.71,148.79
25.41,0,62.12,94.71,2.37,346.97,94.42,169.14,26.8,31.72,400.42,149.66
24.33,0,62.08,94.6,2.39,345.99,94.25,167.5,26.72,30.94,395.89,148.36
25.3,0,62.13,94.87,2.39,340.87,94.42,167.75,26.44,30.79,395.42,149.2
25.66,0,0,94.81,0,0,0,0,0,0,0,0
0,0,0,87.93,0,0,0,0,0,0,0,0
0,0,62.05,80.92,2.39,345.77,94.07,168.17,27.23,31.99,404.77,147.79
26.03,0,0,94.31,0,0,0,0,0,0,0,0
0,0,61.81,94.33,2.34,349.41,94.1,167.73,27.8,33.62,410.4,-48.76
26.35,0,62.12,95.73,2.35,340.04,93.99,168,26.21,31.58,405.43,147.54
26.49,0,62.13,96.12,2.51,349.24,94.14,168.27,27.5,31.48,402.72,148.17
25.94,0,62.13,95.92,2.38,344.37,94.03,168.67,27.39,31.27,400.55,148.87
25.34,0,0,95.25,0,0,0,0,0,0,0,0
0,0,48.41,95.65,1.49,251,65,118,14.86,24,301,150.31
25.58,0,62.39,95.92,2.36,228.6,94.8,167.3,27.86,28.7,418.2,143.7
25.49,0,62.22,95.9,2.37,336.11,94.91,168,28.31,29.16,414.13,147.52
25.62,0,62.21,95.39,2.4,336.08,94.89,168.18,28.84,28.31,414.36,146.38
25.61,0,61.86,95.32,2.37,336.68,94.5,165,28.3,30.08,415.19,146.33
25.2,0,61.97,95.96,2.38,338.99,94.64,167,28.04,30.97,416.85,147.54
26.05,0,62.39,95.29,2.38,339.96,94.75,167.74,27.34,30.69,418.34,149.54
25.6,0,61.83,95.73,1.86,339.2,93.97,166.59,18.31,29.46,402.39,146.7
26.1,0,61.68,95.37,2.37,347.58,94.03,166.83,27.16,30.12,403.23,147.04
25.29,0,28.2,94.4,1.35,190.03,70.78,133.88,12.2,27.82,213,146
25.4,0,7.5,94.99,0.52,178,36.05,155,0,23.9,276,150
25.55,0,48.4,95.81,1.77,270.3,98.9,155,2.12,28.61,318.6,150.71
25.28,0,0,95.68,0,0,0,0,0,0,0,0
0,0,0,96.18,0,0,0,0,0,0,0,0
25.32,0,0,95.09,0,0,0,0,0,0,0,0
26.19,0,0,94.85,0,0,0,0,0,0,0,0
25.2,0,0,95.31,0,0,0,0,0,0,0,0
25.49,0,0,94.94,0,0,0,0,0,0,0,0
25.41,0,0,95.25,0,0,0,0,0,0,0,0
25.6,0,0,95.33,0,0,0,0,0,0,0,0
25.61,0,0,95.13,0,0,0,0,0,0,0,0
0,0,55.14,94.36,1.85,321.13,0,95.2,20.62,26.63,393.59,146.56
25.81,0,62.1,94.94,2.37,341.76,94.42,94.6363,27.42,30.12,390.59,149.69
26.64,0,62.05,94.97,2.38,343.81,94.35,94.94,23.45,30.26,381.81,149.32
26.52,0,50,95.05,1.96,293.5,90.5,18.5,28.4,28.4,293.5,151
24.56,0,21,94.32,0.4,143.1,57.3,6.4,22.6,22.6,177.4,152.16
26.73,0,61.41,94.58,2.35,344,93.7,167,25.29,30,403.2,151.96
27.6,0,61.17,94.86,2.39,338,94,166,24.86,30.14,398.3,150.49
26.96,0,62.11,95.29,2.4,340.1,94,165,27.78,30.2,397,151.5
25.91,0,61.4,94.91,2.35,340,93.88,164.6,26.63,30.3,398,150
25.29,0,61.9,95.11,2.4,337.3,94.1,166.2,28.22,30.58,393.6,149.8
25.58,0,53.97,65,2.02,299.9,87.31,140.11,22.66,28.68,365.38,148.83
0,0,0,95.3,0,0,0,0,0,0,0,0
0,0,59.42,94,2.2,297.69,88.82,157.3,25.63,28.05,392.58,146.85
25.5,0,47.42,94.76,1.8,286.29,83.3,158.86,16.45,28.8,349.77,148.22
25.61,0,50.06,94.36,1.79,288.66,84.14,53.76,24.5,27.6,327.38,149.75
25.98,0,61.6,94.61,2.38,339.88,93.94,165.76,26.56,30.24,398.02,150.75
26.27,0,62.03,95.05,2.4,339,94,168.2,27.68,30.3,394,150
25.74,0,62.01,92.65,2.46,335.34,94.02,168.29,27.86,30.29,396.64,148.36
26.01,0,61.12,94.68,2.03,323.8,92.75,161.35,21.23,28.73,390,149
25.5,0,62.42,70.38,2.36,341.4,93.95,168.03,26.53,29.23,393.6,152.16
30.7,0,61.03,35.21,2.38,337.82,93.96,167.32,26.62,30.64,395.18,151.39
28.34,0,62.42,74.13,2.37,331.45,93.28,169.34,29.02,30.82,400.81,148.29
25.49,0,61.77,0,1.93,340.94,89.63,164.7,19.72,29.15,397.51,148.58
25.57,0,61.21,0,1.85,337.4,91.98,166.47,18.84,28.96,404.95,148.23
25.76,0,61.96,0,2.43,336,94.46,169.35,27.06,30.96,401.01,149.33
25.56,0,61.81,0,2.4,337.9,94.5,168.3,25.21,31,403.9,150.29
26.17,0,62.03,0,1.93,328.6,92.4,165.8,18.31,29.1,404.7,145.04
26.04,0,62.28,0,2.44,346.35,93.8,167.23,26.18,30.29,401.57,146.62
25.55,0,61.7,0,1.93,321.8,88.69,162.7,18.65,28.2,388.2,144.08
0,0,61,0,2.41,355.67,93.95,167.9,26.71,30.98,397.9,146.91
25.57,0,61.23,150.61,2.4,354.84,93.91,168.58,25.83,30.96,395.21,146.62
25.45,0,61.97,166.54,2.38,348.7,94.2,165.3,26.27,30.21,394.3,146.75
25.25,0,61.6,165.12,1.93,328.95,91.05,161.94,18.3,29.66,382.09,143.66
25.28,0,62.02,157.5,2.42,329,94.42,168.24,26.18,32.02,396.4,146.29
26.04,0,61.32,109.4,2.34,338.4,94.31,167.39,24.86,31.55,393.19,145.86
25.34,0,62.12,94,1.86,328.39,94.25,167.97,15.57,29.33,383.69,144.33
25.68,0,62.12,94,1.84,311.27,92.35,162.96,16,29.63,378.77,147.8
26.05,0,61.8,94.2,2.4,337.4,94.8,166.9,24.24,31.9,385.9,148
26.18,0,62,94.1,2.4,337.8,94.2,166.4,23.35,30.3,387.6,146.7
26,0,62.2,94.9,1.82,316,91.7,161.3,14.49,29.1,372.4,137.41
25.6,0,62.1,94.7,2.42,337.7,93.8,166.7,24.67,31.1,397.4,146.91
25.87,0,62.12,91.33,2.44,332.8,93.8,166.3,24.15,31.7,395.5,147.7
25.68,0,62.05,94.83,2.41,342.1,93.8,168.2,23.8,30.65,396.8,146.87
25.93,0,63.09,94.7,2.43,344.6,93.9,167.8,23.08,30.28,402.6,148.5
25.79,0,63,94.31,2.41,340,93.95,167.3,24.23,30.54,410,148.1
25.91,0,63.5,88.97,2.44,334.28,94.1,166.96,24.06,30.75,406.19,147.37
25.97,0,64.31,90.55,2.43,332.3,93.8,167.4,24.23,31.37,407.82,146.69
25.93,0,62.04,95.35,2.26,335.86,93.35,166.54,23.32,30.31,395.35,147.22
0,0,0,95,0,0,0,0,0,0,0,0
0,0,61.7,90.7,2.19,335.54,92.86,166.65,24.15,29.78,397.58,149.57
26.7,0,61.72,94.56,2.27,341.98,93.06,166.54,23.88,30.11,397.97,146.62
0,0,61.85,89.06,2.17,330.17,93.63,165.97,21.21,30.63,386.81,146.09
25.8,0,62.58,94.38,2.34,335.35,93.58,166.37,22.64,30.59,397.27,146.12
25.82,11.86,0,94.26,332.42,78.58,95.22,21.67,32.17,0.53,47.38,332.42
30.37,11.87,0,94.6,333.84,78.21,94.39,21.96,34.07,0.54,48.18,333.84
31.4,11.79,0,90.27,323.13,78.41,90.93,20.41,32.18,0.46,45.35,323.13
30.01,11.88,0,94.45,346.33,78.37,94.33,21.83,32.11,0.52,48.3,346.33
30.4,11.34,0,94.39,349.58,77.58,94.12,21.81,34.23,0.57,50.08,349.58
31.74,11.67,0,94.2,335.07,78.19,94.47,21.91,33.52,0.55,47.16,335.07
31.75,12.2,0,94.49,337.21,83.9,94.81,21.99,33.86,0.71,47.31,337.21
31.39,11.83,0,95.1,339.34,79.37,94.71,21.56,33.64,0.61,52.35,339.34
33.81,11.38,0,94.9,318.08,79.47,88.36,18.11,29.1,0.53,48.77,318.08
31.6,11.99,0,90.8,334.61,78.41,93.95,21.78,31.29,0.54,53.95,334.61
31.77,11.23,0,95.2,311.49,75.88,90.07,20.42,29.63,0.59,46.45,311.49
30.04,11.81,0,95.1,334.43,78.79,93.61,21.78,31.16,0.63,49.87,334.43
31.9,12.06,0,95,344.97,78.75,94.4,21.84,30.7,0.52,48.7,344.97
0,10.85,0,94.6,391.99,77.58,87.71,18.75,27.82,0.56,47.08,391.99
29.94,11.82,0,94.2,334.61,79.08,94.58,22.17,31.54,0.64,48.68,334.61
32.66,11.43,0,94.55,332,79.08,94.8,22.13,31.9,0.6,54.38,332
32.33,10.97,0,94.8,296.75,80.58,85.93,17.77,32,0.53,51.19,296.75
29.89,11.87,0,95.22,341.81,81.03,94.88,21.82,32.71,0.5,52.54,341.81
31.54,11.9,0,94.39,341.36,81.85,94.88,210.73,32.81,0.55,56.83,341.36
30.9,11.76,0,90.93,347.25,80.54,95.26,21.92,32.5,0.51,54.39,347.25
31.41,11.2,0,94.33,318.22,81.66,89.21,19.02,31.88,0.6,51.69,318.22
30.12,12.06,0,94.12,341,81.16,95.14,21.86,33.34,0.61,56.75,341
29.96,11.85,0,94.47,354.52,80.12,94.93,21.6,33.01,0.61,54.58,354.52
29.72,0,0,94.81,307.1,79.08,88.2,17.96,30.71,0.62,52.2,307.1
32.62,12.11,0,94.71,344.29,80.41,94.44,22.01,33.55,0.53,52.79,344.29
32.76,12.37,0,88.36,342.82,80.37,94.96,21.8,34.66,0.51,58.95,342.82
31.72,12.55,0,93.95,342.68,80.08,95.1,21.57,33.91,0.53,51.99,342.68
32.04,11.93,0,90.07,32.4,79.6,89.72,19.24,32.31,0.67,56.91,32.4
30.78,11.76,0,93.61,336.18,79.5,0,0,0,0,0,0
31.28,0,0,94.4,0,0,0,0,0,0,0,0
0,11.74,0,87.71,336.73,78.22,93.91,21.6,33.05,0.53,47.74,336.73
30.95,11.79,0,94.58,331.45,79.22,92.84,21.07,31.34,0.59,49.63,331.45
31.75,11.51,0,94.8,340.82,79.96,92.58,47.9,31.61,0.56,52.16,340.82
31.24,12.02,0,85.93,335.8,80.41,93.14,20.83,33.01,0.57,54.14,335.8
31.28,0,64.59,94.88,2.38,333.41,93.94,170.75,25.65,34.09,398.06,149.36
27.03,0,64.69,94.88,1.77,333.35,93.65,138.48,24.67,34.86,395.51,149.41
26.85,0,64.5,95.26,1.88,321.17,92.97,169.12,16.54,32.51,387.9,146.66
27.2,0,64.47,89.21,2.45,336.7,93.92,168.69,22.02,35.39,385.67,148.37
26.5,0,65.07,95.14,2.42,338.19,94.07,171.22,23.17,35.56,384.81,148.79
27.08,0,65.1,94.93,2.44,340.42,93.92,170.42,22.1,35.59,386.24,149.29
27.09,0,65.36,88.2,2.41,340.85,94.32,168.61,21.22,34.39,384.64,148.25
26.87,0,37.98,94.44,1.43,219.47,78.85,141.29,10.7,32.42,250.73,144.64
27.03,0,65.03,94.96,2.39,326.49,94,170.06,19.63,34.15,386.49,149.91
27.38,0,62.9,95.1,2.39,329.55,94.13,170.79,21.05,34.19,382.88,148
27.02,0,91.09,89.72,2.38,329.42,94.26,173.61,20.79,34.79,378.96,146.16
27.11,0,65.06,96.16,2.39,332.15,64.04,172.29,23.43,35.19,388.62,146.8
27.7,0,65.04,97.93,2.39,338.24,93.99,169.06,28.84,35.03,400.9,147.62
27.15,0,65.12,92.78,2.4,336.41,93,171.6,29.28,35.06,410.24,148.16
27.42,0,64.37,97.85,2.39,335.2,94.4,168.7,29.1,34.1,400.5,148.08
27.42,0,65.08,97.12,2.4,339.46,93.64,168.8,29.01,32.67,399.14,145.62
26.4,0,65.08,98.29,2.42,340.1,93.5,169.6,28.57,35.9,404.9,145.87
27.8,0,65.1,101.05,2.41,338.3,94,169.4,28.92,36.3,401.7,147.37
28.06,0,64.8,82.11,2.4,338.6,94.27,170.4,29.11,35.7,401.7,148.32
27.3,0,64.82,96.87,2.38,336.99,93.93,169.5,28.31,35.83,401.6,147.66
27.4,0,64.89,100.78,1.53,297.67,79.02,121.52,13.71,32.48,277.17,147
27.3,0,19.32,100.01,2.38,326.81,93.69,169.84,27.15,34.45,410.1,149.32
28.85,0,64.28,97.56,2.35,326.14,93.72,168.7,28.22,35.82,404.99,148.7
27.7,0,64.39,95.48,2.39,330.29,93.68,168.23,27.6,35.28,402.31,148.61
27.31,0,64.39,94.19,2.4,334.93,93.8,169.48,27.95,34.94,406.27,146.7
27.43,0,64.55,95.19,2.4,331.85,93.77,169.6,27.96,35.89,406.56,148.04
27.62,0,64.62,94.1,2.41,338.88,93.8,169.15,28.13,35.9,406.39,148.83
27.42,0,64.78,94.4,2.41,339.42,93.89,167.71,28.4,35.39,405.38,148.5
27.2,0,64.69,94.39,2.4,342.77,93.92,169.18,28.13,35.15,409.84,146.7
27.5,0,64.34,94.38,2.4,339.6,94.09,21.86,27.96,35,405.73,146.65
27.94,0,64.23,94.8,2.4,344.47,94.03,169.3,27.42,34.86,404.02,148.04
27.73,0,63.22,75.8,2.3,328.56,0,0,24.99,0,0,0
27.31,0,64.74,94.62,2.22,333.87,93.75,164.78,22.36,34.67,389.7,148.65
26.96,0,64.64,94.68,2.25,316.6,87.66,166.53,20.81,34.31,367.6,147.34
27.18,0,64.91,94.75,2.4,337.87,93.82,169.71,28.9,35.08,402.83,147.3
27.4,0,58.06,94.86,2.27,326.65,91.64,162.36,25.82,34.97,387.68,148.17
27.66,27.68,64.89,94.64,2.41,349,94.07,169.02,27.86,35.59,394.08,149.2
27.68,27.71,64.66,95.24,2.42,350.18,94.14,170.85,27.95,35.93,394.53,149.66
27.71,27,64.56,94.8,2.43,345.76,94.27,170.02,26.81,36.13,389.72,147.3
27,28.21,64.35,94.32,2.43,340.4,94.29,170.95,27.24,35.61,388.4,147.16
28.21,27.99,64.37,93.79,2.42,338.15,94.32,171.12,27.51,34.54,386.53,147.5
27.99,27.98,64.42,94.5,2.42,339.3,94.39,170.04,28.31,34.43,385.4,145
27.98,28.35,64.73,94.29,1.41,221.75,72.09,110.29,13.09,31.41,242.12,148.75
28.35,28.2,64.59,94.82,2.45,345.56,94.25,168.69,27.16,37.28,401.51,152.2
28.2,28.27,64.61,94.72,2.41,353.99,93.96,170.17,17.6,37.28,397.28,150.08
28.27,28.95,64.51,94.28,2.41,351.69,94.15,171.9,27.51,37.62,401.4,150.75
28.95,28.26,64.4,94.36,2.41,343.8,93.99,170.39,27.87,37.62,402.8,149.83
28.26,28.88,64.14,94.28,2.42,344.05,94.22,170.03,27.51,37.33,400.3,150.33
28.88,28.81,64.12,66.8,2.42,343.57,94.15,170.67,27.15,37.12,400.43,150.58
28.81,28.91,64.66,94.84,2.41,340.1,94.04,168.68,28.13,37,398.96,149.87
28.91,28.65,26.58,94.92,2.4,340.19,94.16,170.37,27.33,37.62,400,150.33
28.65,27.92,54.64,94.67,2.42,338.77,94.7,169.45,22.73,36.71,397.15,148.75
27.92,28.37,64.96,95.68,2.42,358.14,94.49,171.3,25.04,36.3,393.57,149.25
28.37,28.9,64.7,95.18,2.42,353.49,94.44,170.98,27.15,36.76,392.49,149.83
28.9,28.84,69.18,95.12,1.3,197.49,73.78,110.97,14.15,33.78,215.31,150.18
28.84,28.82,63.24,95.56,1.93,297.94,86.23,146.56,22.9,34.07,381.36,148.63
28.82,29.29,64.19,96.07,2.43,334.86,93.9,167.9,28.57,36.64,411.6,148.08
29.29,28.56,65.32,98.53,2.37,348.12,93.6,167.42,29.01,37.31,407.3,148.12
28.56,29.01,64.32,96.22,2.47,342,93.8,168.4,29.28,37.34,410.6,148.2
29.01,28.89,64.3,95.92,2.49,342.6,92.92,169.2,28.57,37.92,407.6,149.45
28.89,30.07,64.38,69.91,2.41,336.78,93.85,169.78,28.66,37.29,402.58,150.29
30.07,30.08,64.66,85.13,2.43,341.67,94.11,169.99,28.92,34.15,406.52,150.79
30.08,29.8,64.55,94.87,2.29,344.63,94.1,167.37,29.28,36.66,405.82,150.66
29.8,29.91,64.82,96.84,2.38,330.55,94.23,168.29,29.54,35.65,402.87,150.31
29.91,30.45,64.25,95.7,2.37,346.13,94.53,168.02,28.66,38.39,402.25,150.52
30.45,30.45,64.38,94.71,2.42,338.66,94.27,170.83,27.77,33.83,406.31,151.04
30.45,28.61,63.05,94.74,2.33,332.74,0,0,26.31,0,0,0
28.61,0,0,94.96,0,0,0,0,0,0,0,0
0,28.28,64.51,95.03,2.28,327.26,91.06,161.88,24.06,35.45,371.81,148.78
28.28,28.54,57.64,95.14,2.41,344.09,94.25,170.13,26.54,37.1,399.03,149.85
28.54,28.9,65.04,95.77,2.2,316.64,89.81,157.35,25.66,36.26,375.18,148.93
28.9,30.13,64.51,95.79,2.38,339.74,94.18,169.05,28.81,36,404.39,150.6
30.13,29.23,64.58,95.07,2.43,340.04,94.33,168.54,23.97,36.53,401.74,148.12
29.23,29.91,64.84,95.03,2.39,341,94.39,169.14,26.54,37.28,403.31,148.91
29.91,29.95,64.62,96.11,2.37,345.56,94.11,166.96,26.63,35.96,405.84,147.31
29.95,28.75,64.56,97.18,2.39,346.64,94.41,167.05,26.89,35.98,402.42,154.5
28.75,29.16,65.66,97.37,2.38,254.58,94.45,166.38,26.09,36.26,404.56,147.87
29.16,28.6,64.35,96.9,2.38,355.6,94.5,168.8,26.98,36.1,401.3,148.62
28.6,28.95,65.8,70.7,1.08,197.67,73.74,112.8,11.23,34.8,219.5,152.2
28.95,29.15,80.69,33.56,0,49.17,35.86,47.27,0,33.2,51.5,152
29.15,28.9,69.42,44.75,0.31,125.9,50.09,74.9,4.86,32.4,166.6,149
28.9,28.72,63.09,96.1,2.28,335.26,94.3,168.8,30.07,35.65,402.6,145.8
28.72,28.42,64.8,94.63,2.38,343.2,94.32,169.2,28.92,35.54,395.3,147.04
28.42,33.75,64,94.2,2.41,338.8,94.4,168.7,28.57,36,394.3,140.41
28.56,28.97,64.49,94.44,2.42,341.72,94.09,167.88,27.95,34.64,398.33,138.37
28.97,29.37,64.54,94.26,2.42,349.16,94.11,168.51,27.95,34.49,399.3,143.91
29.37,29.5,64.66,94.28,2.41,348.66,94.21,169.61,28.31,34.3,396.62,147.58
29.5,29,64.69,94.17,2.42,349.57,94.09,169.97,27.6,34.76,398.42,147.87
29,29.44,64.9,93.99,2.41,348.3,94.13,168.09,27.33,36.25,398.8,148.58
29.44,29.53,64.79,94.17,2.42,348,94.23,167.93,26.54,35.96,402.91,147.16
29.53,29.01,64.73,95.43,2.11,353.32,94.47,165.82,27.51,35.61,394.52,147
